D_eff,delta_psi,recent_hits,S_final,fertile,intelligence_score,compression_ratio,fidelity_proxy
13,0.8,3,0.2723504510059713,True,0.9916696733731417,52.0,0.9983339346746284
13,0.9,0,0.3337048310508655,True,0.5993011263275633,52.0,0.9198602252655127
13,0.9,1,0.33355565071331567,True,0.600295661911229,52.0,0.9200591323822458
13,0.9,2,0.33340661519514964,True,0.6012892320323358,52.0,0.9202578464064672
13,0.9,3,0.33325772435273915,True,0.6022818376484057,52.0,0.9204563675296812
13,1.0,0,0.3912886452537252,False,0.0,52.0,0.0
13,1.0,1,0.3910848228565449,False,0.0,52.0,0.0
13,1.0,2,0.3908811983234696,False,0.0,52.0,0.0
13,1.0,3,0.3906777714582626,False,0.0,52.0,0.0
13,1.1,0,0.43543909504315625,False,0.0,52.0,0.0
13,1.1,1,0.4351933776874099,False,0.0,52.0,0.0
13,1.1,2,0.43494789886602175,False,0.0,52.0,0.0
13,1.1,3,0.4347026583424191,False,0.0,52.0,0.0
13,1.2,0,0.4555306676551362,False,0.0,52.0,0.0
13,1.2,1,0.45526588513457,False,0.0,52.0,0.0
13,1.2,2,0.4550013596561993,False,0.0,52.0,0.0
13,1.2,3,0.4547370909650959,False,0.0,52.0,0.0
14,0.2,0,0.14959524169365143,False,0.0,56.0,0.0
14,0.2,1,0.1496207654339653,False,0.0,56.0,0.0
14,0.2,2,0.1496462643966683,False,0.0,56.0,0.0
14,0.2,3,0.14967173860633434,False,0.0,56.0,0.0
14,0.3,0,0.13255761646112205,False,0.0,56.0,0.0
14,0.3,1,0.13259930743430862,False,0.0,56.0,0.0
14,0.3,2,0.1326409579352644,False,0.0,56.0,0.0
14,0.3,3,0.13268256800412875,False,0.0,56.0,0.0
14,0.4,0,0.129308577116183,False,0.0,56.0,0.0
14,0.4,1,0.1293533511467197,False,0.0,56.0,0.0
14,0.4,2,0.12939808171209455,False,0.0,56.0,0.0
14,0.4,3,0.12944276885541525,False,0.0,56.0,0.0
14,0.5,0,0.14213051814350552,False,0.0,56.0,0.0
14,0.5,1,0.14216312526089325,False,0.0,56.0,0.0
14,0.5,2,0.1421957007243598,False,0.0,56.0,0.0
14,0.5,3,0.1422282445652987,False,0.0,56.0,0.0
14,0.6,0,0.1715753437726838,False,0.0,56.0,0.0
14,0.6,1,0.17158001029704015,False,0.0,56.0,0.0
14,0.6,2,0.17158467229128754,False,0.0,56.0,0.0
14,0.6,3,0.17158932975991886,False,0.0,56.0,0.0
14,0.7,0,0.21606957907844487,True,0.6164638605229658,56.0,0.9232927721045932
14,0.7,1,0.21603202442151198,True,0.6162134961434131,56.0,0.9232426992286826
14,0.7,2,0.21599450622140953,True,0.6159633748093968,56.0,0.9231926749618794
14,0.7,3,0.21595702444198062,True,0.6157134962798707,56.0,0.9231426992559741
14,0.8,0,0.27169231675595656,True,0.987282111706377,56.0,0.9974564223412754
14,0.8,1,0.2716019809314151,True,0.9866798728761005,56.0,0.9973359745752202
14,0.8,2,0.27151173280193225,True,0.9860782186795483,56.0,0.9972156437359097
14,0.8,3,0.27142157228053426,True,0.985477148536895,56.0,0.9970954297073791
14,0.9,0,0.33218141495179737,True,0.6094572336546842,56.0,0.9218914467309369
14,0.9,1,0.3320336802043752,True,0.6104421319708322,56.0,0.9220884263941664
14,0.9,2,0.3318860888730053,True,0.6114260741799646,56.0,0.922285214835993
14,0.9,3,0.3317386408154513,True,0.6124090612303248,56.0,0.922481812246065
14,1.0,0,0.3892072293894442,False,0.0,56.0,0.0
14,1.0,1,0.38900538207591107,False,0.0,56.0,0.0
14,1.0,2,0.38880373070913643,False,0.0,56.0,0.0
14,1.0,3,0.3886022750947851,False,0.0,56.0,0.0
14,1.1,0,0.43292985165550635,False,0.0,56.0,0.0
14,1.1,1,0.43268651535472674,False,0.0,56.0,0.0
14,1.1,2,0.43244341527685526,False,0.0,56.0,0.0
14,1.1,3,0.4322005511876115,False,0.0,56.0,0.0
14,1.2,0,0.45282673253065997,False,0.0,56.0,0.0
14,1.2,1,0.4525645158106812,False,0.0,56.0,0.0
14,1.2,2,0.45230255364210276,False,0.0,56.0,0.0
14,1.2,3,0.45204084577246684,False,0.0,56.0,0.0
15,0.2,0,0.14985539794636873,False,0.0,60.0,0.0
15,0.2,1,0.14988067482089798,False,0.0,60.0,0.0
15,0.2,2,0.1499059271574656,False,0.0,60.0,0.0
15,0.2,3,0.14993115498040777,False,0.0,60.0,0.0
15,0.3,0,0.13298256073743048,False,0.0,60.0,0.0
15,0.3,1,0.1330238484752495,False,0.0,60.0,0.0
15,0.3,2,0.13306509613228537,False,0.0,60.0,0.0
15,0.3,3,0.13310630374828933,False,0.0,60.0,0.0
15,0.4,0,0.12976494612245906,False,0.0,60.0,0.0
15,0.4,1,0.12980928709827722,False,0.0,60.0,0.0
