timestamp,mode,engine_id,engine_name,fuel_profile_id,fuel_production_route,weights,fsot_score,renewable_rank,fuel_cost_per_kwh,fuel_production_cost_per_kg,toxicity_index,renewable_fraction,thermal_efficiency,bsfc_g_kwh,co_g_per_h,nox_g_per_h,soot_g_per_h,remediation_credit_per_kg,production_difficulty_index,conversion_efficiency
2026-05-26T16:16:24.694685+00:00,compare_fuels,prius_1_8_atkinson,Toyota Prius 1.8L Atkinson I4,fsot_hemp_waste_advanced,hemp_waste_advanced_lignocellulosic,,0.7828683770093037,0.8424188785588147,0.2712867286471118,1.1494,0.1672,0.99,0.41700000000000004,236.0246464652095,157.64606709677423,68.2712567907097,47.60490836810323,0.05,1.35,0.88
2026-05-26T16:16:24.694701+00:00,compare_fuels,prius_1_8_atkinson,Toyota Prius 1.8L Atkinson I4,fsot_hemp_waste_grounded,hemp_waste_advanced_grounded,,0.6892313282717294,0.7215145791549089,0.5426835693013721,1.1494,0.6212289557691747,0.99,0.4105472432432433,472.14509248422837,319.40684737097826,143.82060454819816,98.11518243751884,0.05,1.35,0.88
